frame; face_id; timestamp; confidence; success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;emotion
24;0;1.456;0.93;1;0.55;0.09;1.67;0.04;0;0.47;0;0.99;0;0;0;0;0;0;0.08;0.56;0.22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
25;0;1.512;0.93;1;0.61;0.16;1.76;0;0;0.55;0;1.11;0;0;0;0;0;0;0;0.59;0.21;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
26;0;1.559;0.93;1;0.57;0.19;1.84;0;0;0.77;0;1.03;0;0;0;0.01;0;0;0;0.58;0.02;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
27;0;1.598;0.93;1;0.37;0.1;1.81;0;0;0.91;0;0.95;0;0;0;0.05;0;0.05;0;0.4;0.02;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
28;0;1.645;0.93;1;0.32;0.17;1.74;0;0;0.86;0;0.87;0;0;0;0.05;0;0.13;0;0.54;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
29;0;1.704;0.93;1;0.31;0.13;1.77;0;0;0.82;0;0.92;0;0;0;0.04;0;0.3;0;0.66;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
30;0;1.751;0.93;1;0.36;0.13;1.72;0;0;0.88;0;0.89;0;0;0;0;0;0.38;0;0.72;0.06;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
31;0;1.792;0.93;1;0.25;0;1.78;0;0;0.94;0;0.93;0;0;0.01;0;0;0.37;0;0.63;0.06;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
32;0;1.848;0.93;1;0.22;0;1.85;0;0;0.96;0;1.04;0;0;0.01;0;0;0.23;0;0.56;0.06;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
33;0;1.885;0.93;1;0.19;0;1.8;0;0;0.64;0;1.2;0;0;0.01;0;0;0.1;0;0.59;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
34;0;1.944;0.93;1;0.21;0;1.68;0;0;0.65;0;1.17;0;0;0;0.05;0;0.04;0.03;0.6;0.02;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Fear
35;0;1.983;0.93;1;0.23;0;1.56;0;0;0.6;0;1.04;0;0;0;0.05;0.03;0;0.12;0.57;0.03;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
36;0;2.041;0.93;1;0.27;0.04;1.67;0;0;0.7;0;0.94;0;0;0;0.05;0.04;0;0.23;0.54;0.03;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
37;0;2.093;0.98;1;0.29;0.04;1.7;0;0;0.62;0;0.94;0;0;0;0;0.04;0;0.33;0.41;0.09;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
38;0;2.144;0.93;1;0.3;0.04;1.74;0;0;0.61;0.01;1.01;0;0;0;0;0.01;0;0.38;0.36;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
39;0;2.2;0.98;1;0.45;0.07;1.81;0;0;0.39;0.01;1.13;0;0;0;0;0;0;0.49;0.33;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
40;0;2.273;0.98;1;0.52;0.07;1.87;0;0;0.33;0.01;1.1;0;0;0;0;0;0;0.47;0.37;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
41;0;2.321;0.93;1;0.51;0.08;1.91;0;0;0.31;0;1.25;0;0;0;0;0;0;0.46;0.35;0.03;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
42;0;2.377;0.93;1;0.4;0.08;1.89;0;0;0.44;0;1.31;0;0;0;0;0;0;0.34;0.3;0.05;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
43;0;2.43;0.93;1;0.32;0.08;1.91;0;0;0.48;0;1.41;0;0;0;0;0;0;0.33;0.38;0.05;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
44;0;2.484;0.93;1;0.36;0.07;1.88;0;0;0.48;0;1.26;0;0;0;0;0;0;0.33;0.49;0.03;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
45;0;2.525;0.98;1;0.38;0;1.86;0;0;0.49;0;1.03;0;0;0;0;0;0;0.35;0.46;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
46;0;2.571;0.93;1;0.46;0;1.86;0;0;0.54;0;0.93;0;0;0;0;0;0;0.4;0.29;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
47;0;2.624;0.93;1;0.42;0;1.79;0;0;0.63;0;0.97;0;0;0;0;0;0;0.44;0.16;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
48;0;2.673;0.93;1;0.47;0.04;1.97;0;0;0.75;0.03;1.13;0;0;0;0;0;0;0.47;0.33;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
49;0;2.724;0.93;1;0.48;0.05;1.97;0;0;0.61;0.03;1.11;0;0;0;0;0;0;0.57;0.39;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
50;0;2.775;0.93;1;0.54;0.1;2.05;0;0;0.44;0.03;1;0;0;0;0;0;0;0.63;0.41;0.01;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
51;0;2.811;0.93;1;0.47;0.06;1.87;0;0;0.39;0;0.98;0;0;0;0;0;0;0.58;0.45;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
52;0;2.846;0.93;1;0.45;0.05;1.81;0;0;0.32;0.07;1.13;0;0;0;0;0;0;0.5;0.49;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
53;0;2.904;0.93;1;0.44;0;1.77;0;0;0.24;0.14;1.28;0;0;0;0;0;0;0.45;0.52;0.05;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
54;0;2.947;0.93;1;0.37;0;1.71;0;0;0.11;0.14;1.19;0;0;0;0;0;0;0.51;0.44;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
55;0;2.991;0.93;1;0.31;0.01;1.77;0;0;0.3;0.09;1.11;0;0;0;0;0;0;0.49;0.47;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
56;0;3.039;0.93;1;0.2;0.01;1.74;0;0;0.4;0.02;1.06;0;0;0;0.03;0;0;0.54;0.56;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Fear
57;0;3.095;0.93;1;0.2;0.01;1.74;0;0;0.39;0.02;1.13;0;0;0.03;0.09;0;0;0.59;0.62;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
58;0;3.144;0.93;1;0.13;0;1.58;0;0;0.2;0;1.18;0;0;0.03;0.09;0;0;0.68;0.52;0.08;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
59;0;3.175;0.93;1;0.24;0;1.71;0;0;0.33;0.01;1.16;0;0;0.03;0.1;0;0;0.53;0.46;0.08;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
60;0;3.241;0.93;1;0.29;0.03;1.74;0;0;0.49;0.01;1.16;0;0;0;0.04;0;0;0.44;0.37;0.08;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
61;0;3.306;0.98;1;0.44;0.03;1.94;0;0;0.71;0.01;1.14;0;0;0;0.09;0;0;0.26;0.45;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
62;0;3.369;0.93;1;0.49;0.13;2;0;0;0.62;0;1.11;0;0;0;0.05;0.02;0;0.32;0.41;0.05;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
63;0;3.433;0.98;1;0.56;0.1;1.98;0;0;0.59;0;1;0;0;0;0.08;0.02;0;0.33;0.41;0.05;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
64;0;3.498;0.98;1;0.56;0.18;1.92;0;0;0.44;0;1.09;0;0;0;0.04;0.02;0;0.39;0.43;0.08;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
65;0;3.559;0.93;1;0.48;0.17;1.69;0;0;0.36;0;1.14;0;0;0;0.05;0;0;0.46;0.41;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
66;0;3.627;0.93;1;0.44;0.27;1.64;0;0;0.16;0;1.18;0;0;0;0.03;0;0;0.52;0.34;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
67;0;3.687;0.93;1;0.37;0.18;1.66;0;0;0.14;0;1.05;0;0;0;0.11;0;0;0.55;0.19;0.13;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
68;0;3.724;0.93;1;0.32;0.14;1.73;0;0;0.2;0;1.07;0;0;0;0.13;0;0;0.45;0.14;0.13;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Fear
69;0;3.771;0.93;1;0.3;0.11;1.82;0;0;0.23;0;1.12;0;0;0;0.18;0;0;0.33;0.07;0.13;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Fear
70;0;3.824;0.93;1;0.31;0.15;1.75;0;0;0.24;0;1.12;0;0;0;0.2;0;0;0.25;0.04;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Fear
71;0;3.859;0.93;1;0.31;0.11;1.74;0;0;0.4;0;1.12;0;0;0;0.17;0;0;0.15;0.08;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
72;0;3.897;0.93;1;0.29;0.04;1.74;0.02;0;0.64;0;1.15;0;0;0;0.11;0;0;0.07;0.13;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
73;0;3.927;0.93;1;0.33;0.07;1.7;0.02;0;0.7;0;1.12;0;0;0;0.13;0.01;0.02;0;0.13;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
74;0;3.964;0.98;1;0.26;0.07;1.76;0.02;0;0.51;0;1.09;0;0;0;0.17;0.01;0.02;0.14;0.05;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
75;0;4.023;0.93;1;0.19;0.07;1.84;0;0;0.38;0.01;1.05;0;0;0;0.2;0.01;0.02;0.29;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
76;0;4.055;0.93;1;0.04;0;1.89;0;0;0.43;0.01;1.17;0;0;0;0.14;0;0;0.29;0.02;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
77;0;4.088;0.93;1;0.02;0;1.85;0;0;0.5;0.01;1.23;0;0;0;0.19;0;0;0.15;0.05;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
78;0;4.126;0.93;1;0;0;1.73;0;0;0.55;0.05;1.28;0;0;0;0.15;0;0;0.09;0.21;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
79;0;4.169;0.98;1;0.01;0;1.69;0;0;0.56;0.07;1.25;0;0;0;0.09;0;0;0.17;0.32;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
80;0;4.205;0.98;1;0.11;0;1.77;0;0;0.67;0.07;1.18;0;0;0;0;0;0;0.18;0.41;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
81;0;4.236;0.93;1;0.18;0;1.81;0;0;0.67;0.05;1.12;0;0;0;0.01;0;0;0.14;0.3;0.04;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
82;0;4.295;0.93;1;0.24;0;1.85;0;0;0.71;0.03;1.06;0;0;0;0.01;0;0;0.09;0.18;0.04;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
83;0;4.326;0.93;1;0.19;0.01;1.73;0;0;0.68;0.03;1.02;0;0;0;0.05;0;0;0.13;0.06;0.04;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
84;0;4.36;0.93;1;0.12;0.01;1.6;0;0;0.56;0.01;0.9;0;0;0;0.09;0;0;0.2;0.01;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
85;0;4.425;0.98;1;0.05;0.01;1.5;0;0;0.47;0;0.82;0;0;0;0.11;0;0;0.3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
86;0;4.459;0.98;1;0.1;0;1.53;0;0;0.44;0.02;0.85;0;0;0;0.15;0;0;0.35;0.22;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
87;0;4.489;0.93;1;0.1;0;1.56;0;0;0.64;0.02;0.92;0;0;0;0.11;0;0;0.28;0.43;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
88;0;4.555;0.98;1;0.1;0;1.6;0;0;0.82;0.02;0.95;0;0;0;0.1;0;0;0.23;0.63;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
89;0;4.62;0.98;1;0.08;0;1.65;0;0;0.7;0.05;1.02;0;0;0;0.01;0;0;0.28;0.41;0.06;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
90;0;4.66;0.98;1;0.08;0;1.76;0;0;0.4;0.05;1.07;0;0;0;0.02;0;0;0.39;0.2;0.06;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
91;0;4.696;0.98;1;0.11;0;1.85;0;0;0.08;0.04;1.1;0;0;0;0.02;0;0;0.47;0;0.04;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
92;0;4.732;0.98;1;0.08;0;1.76;0;0;0.15;0;1.15;0;0;0;0.02;0;0;0.4;0.19;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
93;0;4.766;0.98;1;0.18;0;1.81;0;0;0.15;0.02;1.13;0;0;0;0.09;0.03;0;0.33;0.26;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
94;0;4.825;0.98;1;0.23;0;1.86;0;0;0.16;0.02;1.15;0;0;0;0.18;0.05;0;0.27;0.29;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
95;0;4.877;0.98;1;0.26;0;2.01;0;0;0.3;0.05;1.01;0;0;0;0.18;0.05;0;0.4;0.16;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
96;0;4.912;0.98;1;0.17;0;1.99;0;0;0.43;0.03;1.02;0;0;0;0.14;0.02;0;0.51;0.21;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
97;0;4.953;0.98;1;0.1;0;1.97;0;0;0.6;0.03;1;0;0;0;0.13;0;0;0.53;0.27;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
98;0;4.988;0.98;1;0.1;0;1.93;0;0;0.49;0;1.05;0;0;0;0.17;0.03;0;0.3;0.28;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
99;0;5.019;0.98;1;0.09;0;1.84;0;0;0.41;0;1.05;0;0;0;0.12;0.03;0;0.17;0.17;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
100;0;5.1;0.98;1;0.08;0;1.79;0;0;0.44;0.04;1.02;0;0;0;0.09;0.03;0;0.22;0.1;0.03;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
101;0;5.168;0.93;1;0;0.03;1.7;0;0;0.46;0.04;1.09;0;0;0;0.13;0;0;0.3;0.11;0.17;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
102;0;5.223;0.98;1;0;0.08;1.73;0;0;0.59;0.04;1.15;0;0;0;0.26;0.04;0;0.34;0.25;0.28;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
103;0;5.278;0.98;1;0;0.08;1.74;0;0;0.62;0;1.28;0;0;0.01;0.22;0.04;0;0.25;0.3;0.26;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
104;0;5.318;0.98;1;0.01;0.14;1.77;0;0;0.44;0;1.29;0;0;0.01;0.18;0.04;0;0.23;0.23;0.23;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
105;0;5.353;0.93;1;0.06;0.1;1.78;0;0;0.33;0.02;1.39;0;0;0.02;0.19;0.02;0;0.26;0.17;0.11;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
106;0;5.42;0.98;1;0.1;0.1;1.87;0;0;0.17;0.03;1.37;0;0;0.01;0.33;0.02;0;0.29;0.19;0.11;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
107;0;5.482;0.98;1;0.09;0.01;1.8;0;0;0.17;0.04;1.3;0;0;0.01;0.39;0.03;0;0.41;0.19;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
108;0;5.561;0.98;1;0.06;0.02;1.77;0;0;0.11;0.04;1.15;0;0;0;0.4;0;0;0.49;0.18;0.02;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
109;0;5.623;0.98;1;0.06;0.02;1.68;0;0;0.17;0.03;1.12;0;0;0;0.43;0;0.02;0.45;0.08;0.01;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
110;0;5.66;0.98;1;0.14;0.02;1.81;0;0;0.25;0.04;1.2;0;0;0;0.39;0.03;0.02;0.31;0.11;0.12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
111;0;5.69;0.98;1;0.22;0.01;1.87;0;0;0.28;0.06;1.24;0;0;0.02;0.31;0.08;0.02;0.25;0.12;0.12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
112;0;5.756;0.98;1;0.29;0.02;1.89;0.02;0;0.18;0.11;1.23;0;0;0.02;0.21;0.13;0;0.34;0.22;0.15;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
113;0;5.796;0.98;1;0.27;0.01;1.88;0.02;0;0.37;0.09;1.22;0;0;0.02;0.22;0.16;0;0.38;0.28;0.05;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
114;0;5.829;0.93;1;0.16;0.08;1.79;0.02;0;0.44;0.05;1.18;0;0;0;0.17;0.11;0;0.33;0.26;0.1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
115;0;5.879;0.93;1;0.06;0.13;1.69;0;0;0.51;0;1.15;0;0;0;0.1;0.06;0;0.25;0.21;0.1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
116;0;5.915;0.93;1;0.02;0.13;1.66;0;0;0.55;0;1.11;0;0;0;0.1;0;0;0.17;0.16;0.1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
117;0;5.948;0.93;1;0.02;0.06;1.77;0;0;0.5;0;1.15;0;0;0.08;0.24;0;0;0.12;0.12;0.18;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
118;0;6.024;0.98;1;0.02;0;1.92;0;0;0.4;0.01;1.19;0;0;0.12;0.38;0;0;0.05;0.08;0.29;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
119;0;6.062;0.98;1;0.08;0;1.91;0;0;0.31;0.1;1.23;0;0;0.13;0.38;0.05;0;0.12;0.17;0.29;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
120;0;6.097;0.98;1;0.12;0.05;1.91;0;0;0.44;0.14;1.29;0;0;0.09;0.23;0.05;0;0.13;0.16;0.14;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
121;0;6.152;0.98;1;0.14;0.08;1.89;0;0;0.7;0.18;1.38;0;0;0.1;0.09;0.05;0;0.17;0.15;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
122;0;6.189;0.98;1;0.14;0.08;1.92;0;0;0.5;0.09;1.38;0;0;0.1;0;0;0;0.13;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
123;0;6.219;0.98;1;0.1;0.03;1.77;0;0;0.47;0.05;1.43;0;0;0.1;0.03;0;0;0.2;0.06;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
124;0;6.279;0.98;1;0.08;0;1.61;0;0;0.41;0;1.44;0;0;0.07;0.03;0;0;0.27;0.09;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
125;0;6.309;0.98;1;0;0;1.61;0;0;0.64;0.05;1.43;0;0;0.07;0.03;0;0;0.28;0.17;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
126;0;6.345;0.98;1;0.05;0;1.69;0;0;0.72;0.05;1.31;0;0;0.1;0.05;0;0;0.27;0.1;0.22;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
127;0;6.408;0.98;1;0.08;0;1.78;0;0;0.73;0.05;1.19;0;0;0.18;0.11;0.01;0;0.24;0.08;0.32;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
128;0;6.44;0.98;1;0.11;0;1.66;0;0;0.64;0;1.16;0;0;0.18;0.25;0.1;0;0.21;0;0.25;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
129;0;6.491;0.98;1;0.11;0;1.73;0;0;0.59;0;1.21;0;0;0.1;0.41;0.1;0;0.19;0.08;0.1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
130;0;6.558;0.98;1;0.13;0;1.66;0;0;0.79;0;1.27;0;0;0.02;0.45;0.09;0;0.15;0.12;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
131;0;6.618;0.98;1;0.18;0;1.68;0;0;1.05;0;1.33;0;0;0.03;0.39;0;0;0.25;0.18;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
132;0;6.675;0.98;1;0.17;0;1.66;0;0;1.16;0.01;1.25;0;0;0.03;0.28;0.08;0;0.16;0.11;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
133;0;6.706;0.93;1;0.12;0;1.66;0.09;0;0.93;0.01;1.25;0;0;0.01;0.22;0.08;0;0.11;0.07;0.15;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
134;0;6.744;0.98;1;0.04;0;1.65;0.21;0;0.65;0.01;1.23;0;0;0;0.15;0.07;0;0.02;0;0.29;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
135;0;6.775;0.98;1;0.05;0.13;1.64;0.46;0;0.67;0;1.27;0;0;0.06;0.14;0;0;0.03;0;0.49;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
136;0;6.809;0.98;1;0.11;0.14;1.73;0.38;0;0.9;0;1.3;0;0;0.06;0.21;0;0;0.05;0.1;0.47;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
137;0;6.874;0.93;1;0.14;0.14;1.8;0.27;0;1.14;0;1.34;0;0;0.06;0.32;0;0;0.05;0.16;0.47;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
138;0;6.941;0.93;1;0.17;0.02;1.84;0.05;0;0.96;0.01;1.34;0;0;0.04;0.37;0;0;0.16;0.16;0.36;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
139;0;6.975;0.98;1;0.15;0.01;1.81;0.13;0;0.99;0.01;1.15;0;0;0.12;0.32;0.02;0;0.18;0.06;0.43;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
140;0;7.017;0.98;1;0.14;0;1.76;0.24;0;0.99;0.03;0.98;0;0;0.18;0.27;0.02;0;0.21;0;0.46;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
141;0;7.049;0.98;1;0.12;0.09;1.76;0.21;0;1.08;0.02;0.96;0;0;0.14;0.25;0.13;0.01;0.14;0.12;0.37;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
142;0;7.083;0.98;1;0.16;0.2;1.85;0.13;0;0.88;0.03;1;0;0;0.06;0.32;0.17;0.02;0.16;0.23;0.22;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
143;0;7.117;0.98;1;0.25;0.27;1.92;0.2;0;0.9;0.06;1.05;0;0;0;0.36;0.17;0.02;0.12;0.23;0.05;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
144;0;7.149;0.98;1;0.21;0.24;1.81;0.2;0;0.77;0.06;1.01;0;0;0;0.33;0.05;0.01;0.11;0.15;0.05;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
145;0;7.209;0.98;1;0.24;0.13;1.68;0.17;0;0.94;0.05;0.99;0;0;0.08;0.41;0;0;0.16;0.05;0.11;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
146;0;7.272;0.98;1;0.19;0.13;1.63;0;0;0.78;0;0.98;0;0;0.08;0.43;0.05;0.01;0.2;0.05;0.16;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
147;0;7.337;0.98;1;0.22;0.13;1.66;0;0;0.91;0;1.02;0;0;0.08;0.45;0.11;0.02;0.19;0.03;0.16;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
148;0;7.396;0.98;1;0.12;0.13;1.68;0.06;0;0.74;0;1.04;0;0;0;0.36;0.1;0.03;0.07;0.08;0.14;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
149;0;7.432;0.98;1;0.25;0.16;1.74;0.06;0;0.6;0;1.1;0;0;0.05;0.32;0.1;0.02;0.03;0.16;0.08;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
150;0;7.48;0.98;1;0.35;0.21;1.81;0.06;0;0.46;0;1.11;0;0;0.14;0.3;0.09;0.01;0;0.23;0.08;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
151;0;7.508;0.98;1;0.41;0.26;1.84;0.04;0;0.43;0;1.11;0;0;0.31;0.22;0.09;0;0;0.2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Fear
