frame; face_id; timestamp; confidence; success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;emotion
177;0;8.936;0.98;1;0.08;0;0.16;0;0;0;0;0;0.18;0.52;0.01;0.2;0;0.03;0.29;0.3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
178;0;9.007;0.98;1;0.08;0;0.19;0;0;0;0;0;0.16;0.3;0.01;0.15;0.05;0.05;0.35;0.32;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
179;0;9.064;0.98;1;0.05;0;0.32;0;0;0;0;0;0.21;0.12;0.01;0.03;0.09;0.05;0.31;0.28;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
180;0;9.114;0.98;1;0;0.01;0.33;0;0;0;0;0;0.21;0.17;0;0.06;0.09;0.06;0.18;0.23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
181;0;9.145;0.98;1;0;0.01;0.24;0;0;0;0;0;0.18;0.27;0;0.06;0.04;0.04;0.25;0.32;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
182;0;9.19;0.98;1;0;0.01;0.14;0;0;0;0;0;0.16;0.36;0;0.06;0;0.02;0.39;0.42;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
183;0;9.218;0.98;1;0;0;0.1;0;0;0;0;0;0.16;0.32;0;0.07;0;0.01;0.36;0.51;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
184;0;9.269;0.98;1;0;0;0.05;0;0;0;0;0;0.14;0.33;0;0.13;0;0.01;0.23;0.39;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
185;0;9.304;0.98;1;0.04;0;0.14;0;0;0;0;0;0.12;0.21;0;0.22;0.04;0.01;0.1;0.26;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
186;0;9.336;0.98;1;0.05;0;0.22;0;0;0;0;0;0.1;0.21;0;0.25;0.14;0;0.2;0.29;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
187;0;9.401;0.98;1;0.05;0;0.34;0;0;0;0;0;0.06;0.19;0;0.32;0.14;0;0.27;0.39;0.07;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
188;0;9.464;0.98;1;0.02;0;0.3;0;0;0;0;0;0.05;0.22;0;0.23;0.1;0;0.23;0.37;0.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
189;0;9.529;0.98;1;0;0;0.22;0;0;0;0;0;0.02;0.32;0.03;0.24;0;0.02;0.13;0.4;0.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
190;0;9.589;0.98;1;0.04;0;0.11;0;0;0;0;0;0.07;0.39;0.03;0.17;0;0.03;0.04;0.22;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
191;0;9.654;0.98;1;0.06;0;0.02;0;0;0;0;0;0.12;0.53;0.03;0.23;0;0.03;0.04;0.18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
192;0;9.713;0.98;1;0.06;0;0;0;0;0;0;0;0.2;0.52;0;0.27;0;0.02;0.21;0.18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
193;0;9.745;0.98;1;0.02;0;0;0;0;0;0;0;0.16;0.56;0;0.27;0;0;0.3;0.24;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
194;0;9.801;0.98;1;0;0;0;0;0;0;0;0;0.15;0.65;0;0.27;0;0.01;0.45;0.31;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
195;0;9.858;0.98;1;0;0;0.06;0;0;0;0;0;0.16;0.6;0;0.13;0;0.01;0.39;0.19;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
196;0;9.894;0.98;1;0;0;0.12;0;0;0;0;0;0.26;0.58;0;0.08;0;0.01;0.32;0.19;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
197;0;9.928;0.98;1;0;0;0.12;0;0;0;0;0;0.3;0.48;0;0.15;0.13;0.04;0.25;0.14;0.02;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
198;0;9.991;0.98;1;0;0;0.07;0;0;0;0;0;0.31;0.54;0;0.31;0.27;0.07;0.18;0.15;0.05;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
199;0;10.051;0.98;1;0;0;0.02;0.02;0;0;0;0;0.26;0.59;0.06;0.39;0.27;0.07;0.33;0.22;0.05;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
200;0;10.084;0.98;1;0.03;0.01;0.12;0.02;0;0;0;0;0.25;0.64;0.12;0.33;0.14;0.05;0.27;0.25;0.2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sad
1;0;0.378;0.93;1;0;0;0.26;0;0;0;0;0;0.43;0;0;0.52;0;1.14;0;0.33;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Surprise
2;0;0.52;0.98;1;0;0;0.13;0;0;0;0;0;0.36;0;0;0.65;0;0.63;0.01;0.28;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Surprise
3;0;0.581;0.98;1;0;0;0.05;0;0;0;0;0;0.32;0;0;0.74;0;0.37;0.01;0.3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
4;0;0.627;0.98;1;0;0;0.05;0;0;0;0;0;0.35;0;0;0.81;0;0.24;0;0.35;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
5;0;0.67;0.98;1;0;0;0.05;0;0;0;0;0;0.3;0;0;0.96;0;0.26;0;0.41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
6;0;0.722;0.98;1;0;0;0.04;0;0;0;0;0;0.21;0;0;1.04;0;0.21;0;0.44;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
7;0;0.753;0.98;1;0;0;0.03;0;0;0;0;0;0.08;0;0;1.11;0;0.21;0;0.37;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
8;0;0.785;0.98;1;0;0;0.03;0;0;0;0;0;0.01;0;0;1.05;0;0.22;0;0.37;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
9;0;0.849;0.98;1;0;0;0.03;0;0;0;0;0;0.01;0;0;1.04;0;0.23;0;0.36;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
10;0;0.909;0.98;1;0;0;0;0;0;0;0;0;0.03;0;0;1.09;0;0.3;0;0.44;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
11;0;0.944;0.98;1;0;0;0;0;0;0;0;0;0.04;0;0;1.14;0;0.29;0;0.48;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
12;0;0.99;0.98;1;0;0;0;0;0;0;0;0;0.05;0;0;1.17;0;0.27;0;0.44;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
13;0;1.019;0.98;1;0;0;0;0;0;0;0;0;0.04;0;0.04;1.08;0;0.16;0;0.37;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
14;0;1.055;0.98;1;0;0;0;0;0;0;0;0;0.02;0;0.04;1.06;0;0.14;0;0.26;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
15;0;1.122;0.98;1;0;0;0;0;0;0;0;0;0;0;0.04;1.04;0;0.13;0;0.26;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
16;0;1.172;0.98;1;0;0;0;0;0;0;0;0;0;0;0.04;1.07;0;0.1;0;0.28;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
17;0;1.206;0.98;1;0;0;0;0;0;0;0;0;0;0;0.04;0.98;0;0.13;0;0.3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
18;0;1.248;0.98;1;0.01;0;0;0;0;0;0;0;0;0;0.04;0.89;0;0.16;0;0.27;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
19;0;1.276;0.98;1;0.08;0;0.08;0;0;0;0;0;0;0;0;0.78;0;0.27;0;0.15;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
20;0;1.311;0.98;1;0.13;0;0.15;0;0;0;0;0;0;0;0;0.77;0;0.28;0;0.08;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
21;0;1.346;0.98;1;0.12;0;0.16;0;0;0;0;0;0;0;0;0.81;0;0.28;0;0.13;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
22;0;1.39;0.98;1;0.05;0;0.08;0;0;0;0;0;0;0;0;0.82;0;0.24;0;0.25;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
23;0;1.421;0.98;1;0;0;0.01;0;0;0;0;0;0;0;0;0.85;0;0.17;0;0.25;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
24;0;1.458;0.98;1;0.02;0;0.01;0;0;0;0;0;0;0;0;0.83;0;0.11;0;0.13;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
25;0;1.495;0.98;1;0.02;0;0;0;0;0;0;0;0;0;0;0.94;0;0.1;0;0.18;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
26;0;1.527;0.98;1;0.02;0;0;0;0;0;0;0;0;0;0.02;0.92;0;0.15;0;0.26;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
27;0;1.584;0.98;1;0;0;0.06;0;0;0;0;0;0;0;0.02;0.89;0;0.24;0;0.36;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
28;0;1.648;0.98;1;0;0;0.15;0;0;0;0;0;0;0;0.02;0.85;0;0.24;0;0.25;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
29;0;1.713;0.98;1;0;0;0.21;0;0;0;0;0;0;0;0;0.9;0;0.22;0;0.28;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
30;0;1.778;0.98;1;0;0;0.23;0;0;0;0;0;0;0;0;0.92;0;0.15;0;0.17;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
31;0;1.857;0.98;1;0;0;0.2;0;0;0;0;0;0;0;0;0.85;0;0.15;0;0.11;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
32;0;1.911;0.98;1;0;0;0.19;0;0;0;0;0;0;0;0.08;0.74;0;0.1;0;0.13;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
33;0;1.955;0.98;1;0.07;0;0.13;0;0;0;0;0;0;0;0.11;0.85;0;0.09;0;0.17;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
34;0;1.99;0.98;1;0.32;0.07;0.07;0;0;0;0;0;0;0;0.11;0.87;0;0.04;0;0.22;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
35;0;2.046;0.98;1;0.56;0.11;0.02;0;0;0;0;0;0;0;0.03;0.94;0;0.02;0;0.16;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
36;0;2.094;0.98;1;0.81;0.49;0.02;0.27;0;0;0;0;0;0;0;0.78;0;0;0;0.23;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
37;0;2.126;0.98;1;0.92;0.63;0.02;0.31;0;0;0;0;0;0;0;0.73;0;0;0;0.24;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
38;0;2.174;0.98;1;1.01;0.82;0.02;0.36;0;0;0;0;0;0;0;0.64;0;0;0;0.2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
39;0;2.203;0.98;1;1.09;0.7;0;0.1;0;0;0;0;0;0;0;0.81;0;0.04;0;0.15;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
40;0;2.239;0.98;1;1.19;0.85;0;0.06;0;0;0;0;0;0;0;0.92;0;0.04;0;0.32;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
41;0;2.32;0.98;1;1.3;0.89;0;0.02;0;0;0;0;0;0;0;1.03;0;0.04;0;0.49;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
42;0;2.379;0.98;1;1.39;0.97;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0.47;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
43;0;2.412;0.98;1;1.31;0.91;0;0.14;0;0;0;0;0;0;0;0.74;0;0;0;0.42;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
44;0;2.446;0.93;1;1.25;0.9;0;0.14;0;0;0;0;0;0;0;0.57;0;0;0;0.37;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
45;0;2.511;0.93;1;1.17;0.88;0;0.16;0;0;0;0;0;0;0;0.49;0;0;0;0.46;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
46;0;2.571;0.93;1;1.1;0.74;0.07;0.19;0;0;0;0;0;0;0;0.47;0;0;0;0.43;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
47;0;2.602;0.93;1;1.04;0.59;0.07;0.19;0;0;0;0;0;0;0.12;0.52;0;0;0;0.5;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
48;0;2.64;0.93;1;1;0.41;0.07;0.2;0;0;0;0;0;0;0.12;0.57;0;0;0;0.56;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
49;0;2.703;0.98;1;0.98;0.42;0;0.04;0;0;0;0;0;0;0.12;0.57;0;0;0;0.42;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
50;0;2.784;0.98;1;0.91;0.37;0;0.04;0;0;0;0;0;0;0;0.57;0;0;0;0.21;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
51;0;2.812;0.98;1;0.95;0.43;0.07;0.01;0;0;0;0;0;0;0.04;0.47;0.01;0;0;0.05;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
52;0;2.848;0.93;1;1.03;0.33;0.1;0;0;0;0;0;0.02;0;0.05;0.36;0.01;0;0;0.04;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
53;0;2.876;0.93;1;1.08;0.38;0.1;0;0;0;0;0;0.02;0;0.09;0.3;0.04;0;0;0.03;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
54;0;2.913;0.93;1;1.04;0.38;0.03;0;0;0;0;0;0.02;0.04;0.13;0.41;0.03;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
55;0;2.976;0.93;1;0.97;0.43;0;0;0;0;0;0;0.01;0.04;0.14;0.65;0.03;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
56;0;3.025;0.98;1;1;0.38;0;0;0;0;0;0;0.03;0.05;0.11;0.73;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
57;0;3.064;0.93;1;1.02;0.3;0;0;0;0;0;0;0.04;0.01;0.03;0.77;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
58;0;3.103;0.98;1;1.05;0.34;0;0;0;0;0;0;0.06;0.09;0;0.75;0;0.04;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
59;0;3.168;0.88;1;1.03;0.42;0;0;0;0;0;0;0.05;0.16;0.03;0.81;0;0.08;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
60;0;3.233;0.88;1;1;0.42;0;0;0;0;0;0;0.05;0.38;0.15;1.03;0;0.08;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
61;0;3.265;0.88;1;1.08;0.42;0;0.12;0;0;0;0;0.07;0.45;0.15;0.98;0;0.04;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
62;0;3.312;0.88;1;1.19;0.49;0;0.16;0;0;0;0;0.09;0.51;0.12;0.97;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
63;0;3.368;0.88;1;1.35;0.59;0;0.16;0;0;0;0;0.11;0.37;0.1;0.87;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
64;0;3.403;0.88;1;1.45;0.57;0;0.04;0;0;0;0;0.1;0.38;0.1;0.94;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
65;0;3.439;0.88;1;1.48;0.41;0;0;0;0;0;0;0.11;0.38;0.1;0.98;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
66;0;3.489;0.88;1;1.41;0.39;0;0.08;0;0;0;0;0.1;0.44;0.04;0.95;0;0;0;0.08;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
67;0;3.522;0.98;1;1.3;0.45;0;0.08;0;0;0;0;0.09;0.4;0.15;1.02;0;0;0;0.09;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
68;0;3.567;0.88;1;1.25;0.63;0;0.08;0;0;0;0;0.1;0.36;0.25;1.07;0;0;0;0.09;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
69;0;3.601;0.88;1;1.2;0.56;0;0;0;0;0;0;0.12;0.35;0.27;1.04;0;0;0;0.01;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
70;0;3.637;0.88;1;1.13;0.43;0;0.12;0;0;0;0;0.09;0.27;0.22;0.95;0;0;0;0.09;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
71;0;3.714;0.88;1;1.04;0.26;0;0.18;0;0;0;0;0.09;0.27;0.2;0.91;0;0;0;0.13;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
72;0;3.766;0.88;1;0.92;0.17;0;0.18;0;0;0;0;0.08;0.24;0.16;0.93;0;0;0;0.18;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
73;0;3.801;0.88;1;0.92;0.3;0;0.06;0;0;0;0;0.1;0.19;0.12;0.95;0;0;0;0.19;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
74;0;3.839;0.88;1;0.91;0.33;0;0;0;0;0;0;0.1;0.1;0.11;0.98;0;0;0;0.27;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
75;0;3.869;0.88;1;1.02;0.54;0;0;0;0;0;0;0.09;0;0.09;0.88;0;0;0;0.26;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
76;0;3.902;0.88;1;0.95;0.44;0;0;0;0;0;0;0.07;0;0.06;0.74;0;0;0;0.33;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
77;0;3.966;0.98;1;0.88;0.46;0;0.07;0;0;0;0;0.03;0;0;0.58;0;0;0.02;0.32;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
78;0;3.996;0.98;1;0.9;0.44;0.05;0.23;0;0;0;0;0.04;0;0;0.47;0;0;0.04;0.65;0.08;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
79;0;4.032;0.98;1;0.94;0.55;0.05;0.37;0;0;0;0;0.04;0;0;0.3;0;0;0.12;0.78;0.18;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Surprise
80;0;4.095;0.98;1;1.01;0.63;0.05;0.51;0;0;0;0;0.09;0;0;0.14;0;0;0.17;0.89;0.28;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Surprise
81;0;4.124;0.98;1;0.77;0.57;0.02;0.47;0;0;0;0;0.15;0;0;0.05;0;0.03;0.26;0.93;0.25;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Surprise
82;0;4.177;0.98;1;0.65;0.43;0.06;0.43;0;0;0;0;0.27;0;0;0.11;0;0.07;0.32;1.01;0.25;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Surprise
83;0;4.231;0.98;1;0.58;0.54;0.17;0.38;0;0;0;0;0.34;0;0;0.2;0;0.14;0.35;1.13;0.16;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Surprise
84;0;4.269;0.98;1;0.66;0.63;0.19;0.45;0;0;0;0;0.38;0;0;0.28;0;0.17;0.42;1.13;0.19;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Surprise
85;0;4.302;0.93;1;0.67;0.71;0.15;0.36;0;0;0;0;0.41;0.06;0;0.42;0;0.33;0.37;1.24;0.15;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Surprise
86;0;4.37;0.88;1;0.66;0.57;0.04;0.24;0;0;0;0;0.46;0.14;0;0.46;0;0.37;0.35;1.29;0.14;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Surprise
87;0;4.432;0.88;1;0.59;0.55;0;0.2;0;0;0;0;0.48;0.19;0;0.58;0;0.43;0.29;1.29;0.06;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Surprise
88;0;4.496;0.88;1;0.61;0.61;0;0.19;0;0;0;0;0.52;0.13;0;0.65;0;0.4;0.31;1.2;0.01;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
89;0;4.559;0.88;1;0.62;0.56;0;0.2;0;0;0;0;0.47;0.17;0;0.74;0.03;0.41;0.24;1.14;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
90;0;4.64;0.88;1;0.68;0.41;0;0.06;0;0;0;0;0.43;0.18;0;0.76;0.1;0.4;0.21;1.06;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
91;0;4.699;0.88;1;0.69;0.34;0;0.06;0;0;0;0;0.41;0.31;0;0.73;0.1;0.44;0.2;1;0.01;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
92;0;4.735;0.88;1;0.55;0.23;0;0.01;0;0;0;0;0.47;0.4;0;0.81;0.13;0.5;0.19;0.95;0.01;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
93;0;4.769;0.88;1;0.47;0.2;0;0.01;0;0;0;0;0.52;0.45;0.05;0.82;0.06;0.5;0.11;0.75;0.02;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
94;0;4.833;0.88;1;0.38;0.17;0;0.07;0;0;0;0;0.53;0.46;0.06;0.84;0.06;0.41;0;0.54;0.01;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
95;0;4.888;0.88;1;0.35;0.2;0;0.07;0;0;0;0;0.52;0.36;0.06;0.89;0;0.39;0;0.46;0.01;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
96;0;4.92;0.88;1;0.25;0.13;0;0.07;0;0;0;0;0.51;0.51;0.09;0.93;0.15;0.46;0.04;0.66;0.01;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
97;0;4.958;0.88;1;0.09;0.03;0;0;0;0;0;0;0.5;0.56;0.09;0.98;0.23;0.55;0.07;0.85;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
98;0;4.993;0.88;1;0.14;0;0;0;0;0;0;0;0.48;0.62;0.14;1.01;0.23;0.58;0.14;0.91;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
99;0;5.025;0.88;1;0.16;0;0;0;0;0;0;0;0.46;0.44;0.07;1.02;0.09;0.54;0.1;0.66;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
100;0;5.104;0.88;1;0.25;0;0;0;0;0;0;0;0.44;0.3;0.06;0.99;0.01;0.55;0.1;0.49;0.02;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
101;0;5.168;0.88;1;0.14;0;0;0;0;0;0;0;0.45;0.21;0.01;0.84;0.06;0.59;0.03;0.44;0.02;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
102;0;5.23;0.88;1;0.09;0;0;0;0;0;0;0;0.45;0.12;0;0.78;0.07;0.68;0.03;0.56;0.02;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
103;0;5.258;0.88;1;0.05;0.04;0;0;0;0;0;0;0.45;0.08;0;0.79;0.07;0.63;0;0.57;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
104;0;5.295;0.88;1;0.14;0.12;0;0.01;0;0;0;0;0.43;0.01;0;0.87;0.01;0.58;0;0.53;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
105;0;5.351;0.98;1;0.17;0.12;0;0.16;0;0;0;0;0.44;0.1;0.02;0.93;0;0.52;0;0.47;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
106;0;5.382;0.88;1;0.27;0.17;0;0.2;0;0;0;0;0.43;0.17;0.02;1.04;0.03;0.57;0.06;0.54;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
107;0;5.422;0.88;1;0.34;0.2;0;0.2;0;0;0;0;0.41;0.3;0.02;1.06;0.07;0.61;0.14;0.61;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
108;0;5.453;0.88;1;0.37;0.23;0;0.05;0;0;0;0;0.34;0.25;0;1.12;0.07;0.59;0.21;0.73;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
